,me_ce,ee_ce,l_chemo,lin_sat_cf,ve_dir,ve_der,ve_sec,n_regions,mean_l_area,std_l_area,len_network,mean_n_width,std_n_width
sim_174,4.0,2.34,244.72,0.1,1.0,0.3,0.3,33.0,604.1212121212121,396.86680137660096,3302.0,2.9967660732240065,1.4155017028875323
sim_175,4.0,5.66,596.78,0.1,1.0,0.3,0.3,61.0,428.0327868852459,312.9512069659,3980.0,1.770851057449101,0.6143314376181436
sim_176,4.0,11.51,357.56,0.1,1.0,0.3,0.3,65.0,342.75384615384615,258.5981159291966,4488.0,1.9044309032859046,0.745256163494398
sim_177,4.0,14.06,253.22,0.1,1.0,0.3,0.3,48.0,388.4375,384.7250590925291,4673.0,1.9622775310510707,0.7910881185776139
sim_178,4.0,14.61,377.3,0.1,1.0,0.3,0.3,56.0,393.8392857142857,384.22774016691653,4813.0,1.7740961946824207,0.672310147382812
sim_179,4.0,11.46,534.25,0.1,1.0,0.3,0.3,65.0,361.1384615384615,267.9827707965327,4369.0,1.699358774414762,0.6147484218365485
sim_0,4.0,1.96,63.35,0.1,1.0,0.3,0.3,5.0,918.4,1585.455719974544,2103.0,6.017620044297177,3.133174057237101
sim_1,4.0,9.47,86.59,0.1,1.0,0.3,0.3,45.0,411.8666666666667,275.19945090384493,3711.0,2.8573949736345696,1.2235645412852043
sim_2,4.0,3.51,159.47,0.1,1.0,0.3,0.3,29.0,657.2413793103449,434.4968279057587,3051.0,3.3926632475333065,1.4517803926341233
sim_3,4.0,14.85,24.25,0.1,1.0,0.3,0.3,0.0,0.0,0.0,2663.0,2.275713162789592,0.9614554554530061
sim_4,4.0,8.98,235.43,0.1,1.0,0.3,0.3,56.0,403.85714285714283,272.92630013636,4056.0,2.3260104613034707,0.8806660943877948
sim_5,4.0,11.69,16.81,0.1,1.0,0.3,0.3,0.0,0.0,0.0,2727.0,2.247741434112332,0.9617290878831809
sim_6,4.0,1.34,237.56,0.1,1.0,0.3,0.3,44.0,467.02272727272725,414.2005162542524,3268.0,2.8532108439942614,1.1070081072336353
sim_7,4.0,6.59,331.42,0.1,1.0,0.3,0.3,60.0,361.4,290.93511304069165,3940.0,2.1709811447655962,0.8023052168286303
sim_8,4.0,10.05,350.61,0.1,1.0,0.3,0.3,62.0,346.8709677419355,242.6017900015717,4354.0,1.9830160281169265,0.7638683975569753
sim_9,4.0,13.26,460.98,0.1,1.0,0.3,0.3,61.0,357.0983606557377,317.15046358895586,4600.0,1.7532374334755592,0.6856176378553104
sim_100,4.0,6.93,60.17,0.1,1.0,0.3,0.3,32.0,553.375,425.9765801954375,3043.0,3.591699979101877,1.5368579861042684
sim_101,4.0,7.28,49.84,0.1,1.0,0.3,0.3,31.0,559.5806451612904,478.3457903120516,3251.0,3.558316546035153,1.686802983638947
sim_102,4.0,10.27,170.47,0.1,1.0,0.3,0.3,52.0,391.59615384615387,252.25081074927914,4119.0,2.4272892743532517,1.0010859436350257
sim_103,4.0,14.27,37.5,0.1,1.0,0.3,0.3,0.0,0.0,0.0,2647.0,2.272981201216872,0.9451172806868066
sim_104,4.0,10.73,27.85,0.1,1.0,0.3,0.3,0.0,0.0,0.0,2816.0,2.235127233646385,0.9482049425354311
sim_105,4.0,2.4,289.48,0.1,1.0,0.3,0.3,44.0,515.1818181818181,401.36371357973104,3551.0,2.574501675719402,1.09100969142412
sim_106,4.0,3.07,329.67,0.1,1.0,0.3,0.3,48.0,506.8541666666667,348.6469076768628,3665.0,2.4092090819092786,0.9633506517499351
sim_107,4.0,5.79,583.68,0.1,1.0,0.3,0.3,63.0,373.73015873015873,266.5315256584407,4054.0,1.7603786064889042,0.6414259894573645
sim_108,4.0,13.32,238.27,0.1,1.0,0.3,0.3,56.0,385.82142857142856,317.4295820190934,4599.0,2.062022835649365,0.894322204676847
sim_109,4.0,14.47,471.6,0.1,1.0,0.3,0.3,58.0,353.2241379310345,314.4579377115071,4766.0,1.6870532746719578,0.639360624347022
sim_160,4.0,4.85,168.6,0.1,1.0,0.3,0.3,35.0,533.7142857142857,399.35809719588553,3222.0,3.1387547912883034,1.3213567736585037
sim_161,4.0,8.66,172.87,0.1,1.0,0.3,0.3,46.0,448.5,284.8822601951779,3654.0,2.7580811978858244,1.2041229276372
sim_162,4.0,3.93,231.76,0.1,1.0,0.3,0.3,43.0,500.16279069767444,376.90150031679264,3458.0,2.724285707936305,1.053739465428663
sim_163,4.0,13.03,164.27,0.1,1.0,0.3,0.3,43.0,322.4418604651163,279.25726259636957,4550.0,2.1683121657369004,0.8894771524129251
sim_164,4.0,10.51,281.65,0.1,1.0,0.3,0.3,60.0,372.2,278.99837514461143,4313.0,2.118657749953438,0.8277573440006046
sim_165,4.0,5.98,599.01,0.1,1.0,0.3,0.3,59.0,377.3898305084746,259.550459935084,4120.0,1.7479061487884806,0.6306637110113803
sim_166,4.0,4.71,555.6,0.1,1.0,0.3,0.3,53.0,427.1509433962264,298.3808125392161,3987.0,1.840470257011339,0.7074990186202137
sim_167,4.0,12.67,497.37,0.1,1.0,0.3,0.3,67.0,321.5074626865672,257.36752123973304,4449.0,1.7370277877328277,0.6620743662475952
sim_168,4.0,12.87,450.4,0.1,1.0,0.3,0.3,66.0,359.9848484848485,298.1791454826018,4609.0,1.7498233044253837,0.6624785182208612
sim_169,4.0,14.57,444.6,0.1,1.0,0.3,0.3,55.0,404.9818181818182,436.14349143827303,4746.0,1.7184189381974808,0.6546914120776323
sim_70,4.0,5.68,225.07,0.1,1.0,0.3,0.3,47.0,459.27659574468083,313.42281293008455,3659.0,2.640796246881893,1.1083484253255278
sim_71,4.0,1.47,132.03,0.1,1.0,0.3,0.3,19.0,877.7368421052631,742.6040839402679,2551.0,4.34331381119884,1.9745519094949755
sim_72,4.0,3.28,229.72,0.1,1.0,0.3,0.3,34.0,585.6176470588235,387.11041248368304,3339.0,2.906591047904998,1.2650083005475332
sim_73,4.0,5.28,261.44,0.1,1.0,0.3,0.3,43.0,497.4418604651163,339.40298489358963,3564.0,2.604156971962697,1.1603071116407953
sim_74,4.0,7.62,353.79,0.1,1.0,0.3,0.3,63.0,349.07936507936506,216.6567251629338,3936.0,2.1301245396194375,0.7701680833463489
sim_75,4.0,2.58,368.18,0.1,1.0,0.3,0.3,51.0,437.05882352941177,269.6579105026499,3717.0,2.2827287740833495,0.9293394473091641
sim_76,4.0,5.09,581.91,0.1,1.0,0.3,0.3,58.0,385.1034482758621,248.77227432105053,3946.0,1.7910856565648847,0.6209062638479741
sim_77,4.0,12.56,317.6,0.1,1.0,0.3,0.3,67.0,310.92537313432837,223.46072568433192,4641.0,1.899633212898625,0.7281187087550864
sim_78,4.0,12.95,529.51,0.1,1.0,0.3,0.3,64.0,378.171875,264.584081312509,4517.0,1.6890609083938202,0.6410656841764033
sim_79,4.0,1.85,503.22,0.1,1.0,0.3,0.3,50.0,474.18,333.66754052499624,3794.0,2.0311993811207354,0.8043806503750184
sim_180,4.0,8.43,79.95,0.1,1.0,0.3,0.3,39.0,463.9230769230769,363.9614930755925,3420.0,3.12866241710358,1.3307246916435358
sim_181,4.0,1.16,21.79,0.1,1.0,0.3,0.3,0.0,0.0,0.0,1349.0,8.304549503701129,4.914576677158469
sim_182,4.0,1.89,66.6,0.1,1.0,0.3,0.3,8.0,1950.625,2019.9332252267648,1996.0,5.705954667314445,2.504044258230624
sim_183,4.0,13.07,192.02,0.1,1.0,0.3,0.3,49.0,392.1224489795918,346.2357126001256,4462.0,2.1481904822712825,0.8924842923917161
sim_184,4.0,8.59,339.35,0.1,1.0,0.3,0.3,63.0,346.6666666666667,234.2788326515467,4087.0,2.0624481175566443,0.7854126107595772
sim_185,4.0,1.4,335.73,0.1,1.0,0.3,0.3,46.0,463.7608695652174,392.80275970775267,3693.0,2.4255170456764388,0.9981827594281975
sim_186,4.0,2.12,328.08,0.1,1.0,0.3,0.3,50.0,447.02,400.9563811688249,3626.0,2.4125637536189477,0.9500773656350631
sim_187,4.0,9.61,387.87,0.1,1.0,0.3,0.3,63.0,349.3015873015873,289.20013583833094,4300.0,1.9481281185511212,0.7439095945565292
sim_188,4.0,10.06,574.27,0.1,1.0,0.3,0.3,64.0,385.21875,327.6857044462536,4311.0,1.6966369561403694,0.6113924088976534
sim_189,4.0,2.23,564.05,0.1,1.0,0.3,0.3,50.0,463.74,336.5556007556552,3776.0,1.9007860155354117,0.707174059382595
sim_190,4.0,8.61,107.3,0.1,1.0,0.3,0.3,47.0,419.468085106383,308.44530195901586,3616.0,2.950197917470298,1.239618104181322
sim_191,4.0,4.52,243.41,0.1,1.0,0.3,0.3,43.0,485.5348837209302,443.4792855253814,3394.0,2.7587728716415976,1.149524073549664
sim_192,4.0,6.84,313.85,0.1,1.0,0.3,0.3,57.0,368.03508771929825,284.8517598412224,3965.0,2.2292057149645976,0.8597039074531635
sim_193,4.0,7.67,333.21,0.1,1.0,0.3,0.3,60.0,352.8333333333333,296.2525480434257,4106.0,2.120729681318433,0.8091488661858427
sim_194,4.0,4.31,432.32,0.1,1.0,0.3,0.3,58.0,386.48275862068965,309.72525318636116,3909.0,2.037845285061658,0.7504841784187091
sim_195,4.0,1.07,227.23,0.1,1.0,0.3,0.3,34.0,544.2941176470588,454.26278540145904,3276.0,2.983396717877027,1.2598150703776205
